,customer_id,country,recency,num_transactions,date_range,frequency,sum_spend,mean_spend
0,17850,United Kingdom,303,312,71,4.394366197183099,5288.63,16.95073717948718
1,13047,United Kingdom,32,196,342,0.5730994152046783,3079.1,15.70969387755102
2,12583,France,3,251,371,0.6765498652291105,7187.34,28.634820717131475
3,13748,United Kingdom,96,28,278,0.10071942446043165,948.25,33.86607142857143
4,15100,United Kingdom,331,6,43,0.13953488372093023,635.1,105.85000000000001
5,15291,United Kingdom,26,109,348,0.3132183908045977,4596.51,42.16981651376147
6,14688,United Kingdom,8,359,366,0.9808743169398907,5107.38,14.226685236768802
7,17809,United Kingdom,17,64,357,0.1792717086834734,4627.62,72.3065625
8,15311,United Kingdom,1,2491,373,6.67828418230563,59419.340000000004,23.853608992372543
9,14527,United Kingdom,3,1011,371,2.725067385444744,7711.38,7.627477744807122
10,16098,United Kingdom,88,67,286,0.23426573426573427,2005.63,29.934776119402986
11,18074,United Kingdom,374,13,374,0.034759358288770054,489.6,37.66153846153846
12,17420,United Kingdom,51,30,323,0.09287925696594428,598.83,19.961000000000002
13,16029,United Kingdom,39,274,335,0.817910447761194,50992.61,186.10441605839415
14,16250,United Kingdom,262,24,112,0.21428571428571427,389.44,16.226666666666667
15,12431,Australia,36,240,338,0.7100591715976331,6416.39,26.734958333333335
16,17511,United Kingdom,3,1076,371,2.9002695417789757,88125.38,81.90091078066915
17,17548,United Kingdom,218,17,156,0.10897435897435898,-141.48,-8.32235294117647
18,13705,United Kingdom,8,28,366,0.07650273224043716,711.86,25.423571428571428
19,13747,United Kingdom,374,1,374,0.00267379679144385,79.6,79.6
20,13408,United Kingdom,2,501,372,1.346774193548387,27487.41,54.86508982035928
21,13767,United Kingdom,3,399,371,1.0754716981132075,16945.71,42.470451127819544
22,17924,United Kingdom,2,38,372,0.10215053763440861,2894.33,76.16657894736842
23,13448,United Kingdom,17,199,357,0.5574229691876751,3465.67,17.415427135678392
24,15862,United Kingdom,9,147,365,0.40273972602739727,832.88,5.665850340136054
25,15513,United Kingdom,32,314,342,0.9181286549707602,14520.08,46.24229299363057
26,12791,Netherlands,374,2,374,0.0053475935828877,192.60000000000002,96.30000000000001
27,16218,United Kingdom,30,90,344,0.2616279069767442,3054.87,33.943
28,14045,United Kingdom,110,6,264,0.022727272727272728,1659.75,276.625
29,14307,United Kingdom,89,180,285,0.631578947368421,2995.72,16.642888888888887
30,17908,United Kingdom,374,58,374,0.15508021390374332,243.28,4.19448275862069
31,17920,United Kingdom,5,696,369,1.886178861788618,4204.1,6.040373563218392
32,12838,United Kingdom,34,123,340,0.36176470588235293,683.13,5.55390243902439
33,13255,United Kingdom,4,14,370,0.03783783783783784,390.66,27.904285714285717
34,16583,United Kingdom,374,14,374,0.0374331550802139,233.45,16.675
35,18085,United Kingdom,331,29,43,0.6744186046511628,689.95,23.79137931034483
36,13758,United Kingdom,12,117,362,0.32320441988950277,3190.55,27.26965811965812
37,13694,United Kingdom,4,585,370,1.5810810810810811,62653.1,107.09931623931624
38,15983,United Kingdom,23,113,351,0.32193732193732194,1475.02,13.053274336283186
39,14849,United Kingdom,22,392,352,1.1136363636363635,7904.28,20.163979591836735
40,17968,United Kingdom,374,85,374,0.22727272727272727,277.35,3.2629411764705885
41,16210,United Kingdom,2,123,372,0.33064516129032256,21086.3,171.43333333333334
42,17897,United Kingdom,173,115,201,0.572139303482587,541.1,4.705217391304348
43,17377,United Kingdom,24,419,350,1.197142857142857,3925.92,9.369737470167065
44,16552,United Kingdom,243,17,131,0.1297709923664122,379.73,22.337058823529414
45,17181,United Kingdom,58,23,316,0.07278481012658228,239.92000000000002,10.431304347826087
46,17951,United Kingdom,40,21,334,0.06287425149700598,990.8400000000001,47.18285714285715
47,14729,United Kingdom,374,71,374,0.18983957219251338,313.49,4.415352112676056
48,12748,United Kingdom,1,4642,373,12.445040214477212,29072.1,6.262839293408013
49,15012,United Kingdom,54,128,320,0.4,423.04,3.305
50,12868,United Kingdom,186,107,188,0.5691489361702128,1607.0600000000002,15.0192523364486
51,17572,United Kingdom,72,12,302,0.039735099337748346,226.75000000000003,18.895833333333336
52,14078,United Kingdom,102,65,272,0.23897058823529413,1049.37,16.144153846153845
53,14001,United Kingdom,46,40,328,0.12195121951219512,2030.3300000000002,50.758250000000004
54,12662,Germany,1,232,373,0.6219839142091153,3817.08,16.45293103448276
55,15525,United Kingdom,3,180,371,0.48517520215633425,811.02,4.5056666666666665
56,14237,United Kingdom,374,9,374,0.02406417112299465,161.0,17.88888888888889
57,17905,United Kingdom,72,34,302,0.11258278145695365,800.24,23.536470588235293
58,15485,United Kingdom,31,86,343,0.25072886297376096,2575.0,29.941860465116278
59,12433,Norway,1,420,373,1.126005361930295,13375.87,31.847309523809525
60,16955,United Kingdom,185,26,189,0.13756613756613756,493.67,18.98730769230769
61,15350,United Kingdom,374,5,374,0.013368983957219251,115.65,23.130000000000003
62,15605,United Kingdom,37,67,337,0.19881305637982197,1198.23,17.88402985074627
63,18144,United Kingdom,8,43,366,0.11748633879781421,2888.75,67.18023255813954
64,15922,United Kingdom,373,12,1,12.0,363.6,30.3
65,14594,United Kingdom,8,53,366,0.1448087431693989,379.83,7.166603773584906
66,15165,United Kingdom,374,27,374,0.07219251336898395,487.75,18.064814814814813
67,14911,EIRE,2,5903,372,15.868279569892474,132572.62,22.45851600880908
68,16456,United Kingdom,100,111,274,0.4051094890510949,2158.37,19.444774774774775
69,17841,United Kingdom,2,7983,372,21.45967741935484,40340.78,5.053335838657146
70,12472,Germany,31,391,343,1.1399416909620992,6229.48,15.932173913043478
71,17346,United Kingdom,4,503,370,1.3594594594594596,2611.58,5.192007952286282
72,17643,United Kingdom,374,8,374,0.0213903743315508,101.55,12.69375
73,17873,United Kingdom,81,46,293,0.15699658703071673,1764.3600000000001,38.35565217391304
74,13093,United Kingdom,268,170,106,1.6037735849056605,7741.47,45.53805882352941
75,12921,United Kingdom,4,741,370,2.002702702702703,16389.74,22.118407557354928
76,13468,United Kingdom,2,306,372,0.8225806451612904,5656.75,18.48611111111111
77,17760,United Kingdom,22,25,352,0.07102272727272728,287.59,11.503599999999999
78,16928,United Kingdom,81,213,293,0.726962457337884,2781.5,13.05868544600939
79,16048,United Kingdom,86,9,288,0.03125,243.69000000000003,27.076666666666668
80,16274,United Kingdom,374,67,374,0.17914438502673796,357.95,5.342537313432835
81,14496,United Kingdom,312,19,62,0.3064516129032258,538.8100000000001,28.35842105263158
82,14696,United Kingdom,5,133,369,0.3604336043360434,2070.97,15.571203007518795
83,16539,United Kingdom,3,45,371,0.12129380053908356,1388.81,30.862444444444442
84,17025,United Kingdom,61,9,313,0.02875399361022364,357.77,39.75222222222222
85,13777,United Kingdom,1,219,373,0.5871313672922251,25748.350000000002,117.57237442922376
86,17690,United Kingdom,31,258,343,0.7521865889212828,4748.45,18.40484496124031
87,12947,United Kingdom,144,103,230,0.44782608695652176,1407.29,13.663009708737864
88,17460,United Kingdom,79,37,295,0.12542372881355932,452.63,12.233243243243242
89,18229,United Kingdom,12,164,362,0.4530386740331492,7276.900000000001,44.37134146341464
90,14142,United Kingdom,374,22,374,0.058823529411764705,311.81,14.173181818181819
91,17069,United Kingdom,29,154,345,0.4463768115942029,2655.2200000000003,17.241688311688314
92,13065,United Kingdom,374,14,374,0.0374331550802139,205.86,14.704285714285716
93,14606,United Kingdom,2,2782,372,7.478494623655914,11713.85,4.210585909417685
94,16835,United Kingdom,129,10,245,0.04081632653061224,180.85,18.085
95,15235,United Kingdom,218,143,156,0.9166666666666666,2247.51,15.716853146853149
96,13576,United Kingdom,11,130,363,0.3581267217630854,6703.3,51.56384615384616
97,18011,United Kingdom,374,28,374,0.0748663101604278,102.78999999999999,3.671071428571428
98,13090,United Kingdom,9,161,364,0.4423076923076923,8689.39,53.971366459627326
99,15694,United Kingdom,1,79,372,0.21236559139784947,6423.6,81.3113924050633
100,14741,United Kingdom,12,59,361,0.1634349030470914,1400.34,23.73457627118644
101,13715,United Kingdom,282,108,91,1.1868131868131868,1053.94,9.758703703703704
102,14092,United Kingdom,8,217,365,0.5945205479452055,4063.1,18.723963133640552
103,17732,United Kingdom,373,18,373,0.04825737265415549,303.97,16.887222222222224
104,12855,United Kingdom,373,3,373,0.00804289544235925,38.1,12.700000000000001
105,15752,United Kingdom,40,412,333,1.2372372372372373,2628.93,6.380898058252427
106,17855,United Kingdom,373,17,373,0.045576407506702415,208.97,12.292352941176471
